ohpi_id	ohpi_label	victor_id	ogg_iri	victor_gene_name	victor_pathogen_name	victor_pathogen_taxon	victor_host_name	victor_host_taxon	victor_host_cell_ontology_iri	victor_host_cell_ontology_name	victor_host_cell_line_ontology_iri	victor_host_cell_line_ontology_name
OHPI_9000470	F. tularensis FTT0685c mutant interaction with mouse	579	OGG_3003191036	FTT0685c	F. tularensis	263	mouse	10090				
OHPI_9000471	F. tularensis FTT0667 mutant interaction with mouse	580	OGG_3003191053	FTT0667	F. tularensis	263	mouse	10090				
OHPI_9000472	F. tularensis FTT0645c mutant interaction with mouse	581	OGG_3003191066	FTT0645c	F. tularensis	263	mouse	10090				
OHPI_9000473	F. tularensis carA mutant interaction with mouse	582	OGG_3003191074	carA	F. tularensis	263	mouse	10090				
OHPI_9000474	F. tularensis FTT1633c mutant interaction with mouse	583	OGG_3003191087	FTT1633c	F. tularensis	263	mouse	10090				
OHPI_9000475	F. tularensis FTT1640c mutant interaction with mouse	584	OGG_3003191099	FTT1640c	F. tularensis	263	mouse	10090				
OHPI_9000476	F. tularensis FTT1314c mutant interaction with mouse	585	OGG_3003191109	FTT1314c	F. tularensis	263	mouse	10090				
OHPI_9000477	F. tularensis FTT1611 mutant interaction with mouse	586	OGG_3003191122	FTT1611	F. tularensis	263	mouse	10090				
OHPI_9000478	F. tularensis FTT1334c mutant interaction with mouse	587	OGG_3003191128	FTT1334c	F. tularensis	263	mouse	10090				
OHPI_9000479	F. tularensis FTT0615c mutant interaction with mouse	588	OGG_3003191148	FTT0615c	F. tularensis	263	mouse	10090				
OHPI_9000480	F. tularensis FTT0589 mutant interaction with mouse	589	OGG_3003191174	FTT0589	F. tularensis	263	mouse	10090				
OHPI_9000481	F. tularensis FTT0584 mutant interaction with mouse	590	OGG_3003191177	FTT0584	F. tularensis	263	mouse	10090				
OHPI_9000482	F. tularensis iglA mutant interaction with mouse	591	OGG_3003191217	iglA	F. tularensis	263	mouse	10090				
OHPI_9000483	F. tularensis prfC mutant interaction with mouse	592	OGG_3003191238	prfC	F. tularensis	263	mouse	10090				
OHPI_9000484	F. tularensis FTT1117c mutant interaction with mouse	593	OGG_3003191243	FTT1117c	F. tularensis	263	mouse	10090				
OHPI_9000485	F. tularensis mtn mutant interaction with mouse	594	OGG_3003191248	mtn	F. tularensis	263	mouse	10090				
OHPI_9000486	F. tularensis FTT1103 mutant interaction with mouse	595	OGG_3003191250	FTT1103	F. tularensis	263	mouse	10090				
OHPI_9000487	F. tularensis FTT1102 mutant interaction with mouse	596	OGG_3003191253	FTT1102	F. tularensis	263	mouse	10090				
OHPI_9000370	F. tularensis rpsU mutant interaction with mouse	597	OGG_3003191264	rpsU	F. tularensis	263	mouse	10090				
OHPI_9000488	F. tularensis cadA mutant interaction with mouse	598	OGG_3003191271	cadA	F. tularensis	263	mouse	10090				
OHPI_9000489	F. tularensis yibK mutant interaction with mouse	599	OGG_3003191278	yibK	F. tularensis	263	mouse	10090				
OHPI_9000490	F. tularensis pcs mutant interaction with mouse	600	OGG_3003191290	pcs	F. tularensis	263	mouse	10090				
OHPI_9000491	F. tularensis ruvB mutant interaction with mouse	601	OGG_3003191291	ruvB	F. tularensis	263	mouse	10090				
OHPI_9000492	F. tularensis FTT0295 mutant interaction with mouse	602	OGG_3003191293	FTT0295	F. tularensis	263	mouse	10090				
OHPI_9000493	F. tularensis pdpA mutant interaction with mouse	603	OGG_3003191294	pdpA	F. tularensis	263	mouse	10090				
OHPI_9000494	F. tularensis pdpB mutant interaction with mouse	604	OGG_3003191301	pdpB	F. tularensis	263	mouse	10090				
OHPI_9000495	F. tularensis pdxY mutant interaction with mouse	605	OGG_3003191321	pdxY	F. tularensis	263	mouse	10090				
OHPI_9000496	F. tularensis FTT0256c mutant interaction with mouse	606	OGG_3003191322	FTT0256c	F. tularensis	263	mouse	10090				
OHPI_9000497	F. tularensis FTT0209c mutant interaction with mouse	607	OGG_3003191350	FTT0209c	F. tularensis	263	mouse	10090				
OHPI_9000498	F. tularensis pgm mutant interaction with mouse	608	OGG_3003191363	pgm	F. tularensis	263	mouse	10090				
OHPI_9000499	F. tularensis FTT0509c mutant interaction with mouse	609	OGG_3003191380	FTT0509c	F. tularensis	263	mouse	10090				
OHPI_9000500	F. tularensis sdhC mutant interaction with mouse	610	OGG_3003191400	sdhC	F. tularensis	263	mouse	10090				
OHPI_9000501	F. tularensis FTT0455c mutant interaction with mouse	611	OGG_3003191408	FTT0455c	F. tularensis	263	mouse	10090				
OHPI_9000502	F. tularensis parB mutant interaction with mouse	612	OGG_3003191409	parB	F. tularensis	263	mouse	10090				
OHPI_9000503	F. tularensis FTT0453c mutant interaction with mouse	613	OGG_3003191411	FTT0453c	F. tularensis	263	mouse	10090				
OHPI_9000504	F. tularensis FTT0443 mutant interaction with mouse	614	OGG_3003191417	FTT0443	F. tularensis	263	mouse	10090				
OHPI_9000505	F. tularensis FTT0398c mutant interaction with mouse	615	OGG_3003191430	FTT0398c	F. tularensis	263	mouse	10090				
OHPI_9000506	F. tularensis FTT0399c mutant interaction with mouse	616	OGG_3003191433	FTT0399c	F. tularensis	263	mouse	10090				
OHPI_9000507	F. tularensis pcp mutant interaction with mouse	617	OGG_3003191452	pcp	F. tularensis	263	mouse	10090				
OHPI_9000508	F. tularensis FTT1258 mutant interaction with mouse	618	OGG_3003191474	FTT1258	F. tularensis	263	mouse	10090				
OHPI_9000509	F. tularensis htpG mutant interaction with mouse	619	OGG_3003191490	htpG	F. tularensis	263	mouse	10090				
OHPI_9000510	F. tularensis dedA1 mutant interaction with mouse	621	OGG_3003191510	dedA1	F. tularensis	263	mouse	10090				
OHPI_9000511	F. tularensis deoB mutant interaction with mouse	622	OGG_3003191513	deoB	F. tularensis	263	mouse	10090				
OHPI_9000512	F. tularensis deoD mutant interaction with mouse	623	OGG_3003191517	deoD	F. tularensis	263	mouse	10090				
OHPI_9000513	F. tularensis fumA mutant interaction with mouse	624	OGG_3003191534	fumA	F. tularensis	263	mouse	10090				
OHPI_9000514	F. tularensis cca mutant interaction with mouse	625	OGG_3003191540	cca	F. tularensis	263	mouse	10090				
OHPI_9000515	F. tularensis dsbB mutant interaction with mouse	626	OGG_3003191543	dsbB	F. tularensis	263	mouse	10090				
OHPI_9000516	F. tularensis gcvH mutant interaction with mouse	627	OGG_3003191553	gcvH	F. tularensis	263	mouse	10090				
OHPI_9000517	F. tularensis elbB mutant interaction with mouse	628	OGG_3003191558	elbB	F. tularensis	263	mouse	10090				
OHPI_9000518	F. tularensis iglB mutant interaction with mouse	629	OGG_3003191564	iglB	F. tularensis	263	mouse	10090				
OHPI_9000519	F. tularensis xerC mutant interaction with mouse	630	OGG_3003191568	xerC	F. tularensis	263	mouse	10090				
OHPI_9000520	F. tularensis galE mutant interaction with mouse	631	OGG_3003191584	galE	F. tularensis	263	mouse	10090				
OHPI_9000521	F. tularensis iglC mutant interaction with mouse	632	OGG_3003191591	iglC	F. tularensis	263	mouse	10090				
OHPI_9000522	F. tularensis rluC mutant interaction with mouse	633	OGG_3003191616	rluC	F. tularensis	263	mouse	10090				
OHPI_9000523	F. tularensis rluB mutant interaction with mouse	634	OGG_3003191617	rluB	F. tularensis	263	mouse	10090				
OHPI_9000524	F. tularensis ribB mutant interaction with mouse	635	OGG_3003191625	ribB	F. tularensis	263	mouse	10090				
OHPI_9000525	F. tularensis ribA mutant interaction with mouse	636	OGG_3003191626	ribA	F. tularensis	263	mouse	10090				
OHPI_9000526	F. tularensis relA mutant interaction with mouse	637	OGG_3003191632	relA	F. tularensis	263	mouse	10090				
OHPI_9000527	F. tularensis recB mutant interaction with mouse	638	OGG_3003191642	recB	F. tularensis	263	mouse	10090				
OHPI_9000528	F. tularensis recA mutant interaction with mouse	639	OGG_3003191643	recA	F. tularensis	263	mouse	10090				
OHPI_9000529	F. tularensis rbfA mutant interaction with mouse	640	OGG_3003191646	rbfA	F. tularensis	263	mouse	10090				
OHPI_9000530	F. tularensis qseC mutant interaction with mouse	641	OGG_3003191649	qseC	F. tularensis	263	mouse	10090				
OHPI_9000531	F. tularensis pyrH mutant interaction with mouse	642	OGG_3003191650	pyrH	F. tularensis	263	mouse	10090				
OHPI_9000532	F. tularensis pyrF mutant interaction with mouse	643	OGG_3003191652	pyrF	F. tularensis	263	mouse	10090				
OHPI_9000533	F. tularensis pyrD mutant interaction with mouse	644	OGG_3003191654	pyrD	F. tularensis	263	mouse	10090				
OHPI_9000534	F. tularensis pyrB mutant interaction with mouse	645	OGG_3003191656	pyrB	F. tularensis	263	mouse	10090				
OHPI_9000535	F. tularensis putA mutant interaction with mouse	646	OGG_3003191660	putA	F. tularensis	263	mouse	10090				
OHPI_9000536	F. tularensis purN mutant interaction with mouse	647	OGG_3003191663	purN	F. tularensis	263	mouse	10090				
OHPI_9000537	F. tularensis purM mutant interaction with mouse	648	OGG_3003191664	purM	F. tularensis	263	mouse	10090				
OHPI_9000538	F. tularensis purL mutant interaction with mouse	649	OGG_3003191665	purL	F. tularensis	263	mouse	10090				
OHPI_9000539	F. tularensis purH mutant interaction with mouse	650	OGG_3003191667	purH	F. tularensis	263	mouse	10090				
OHPI_9000540	F. tularensis purF mutant interaction with mouse	651	OGG_3003191669	purF	F. tularensis	263	mouse	10090				
OHPI_9000541	F. tularensis purE mutant interaction with mouse	652	OGG_3003191675	purE	F. tularensis	263	mouse	10090				
OHPI_9000542	F. tularensis FTT1151c mutant interaction with mouse	653	OGG_3003191681	FTT1151c	F. tularensis	263	mouse	10090				
OHPI_9000543	F. tularensis FTT0918 mutant interaction with mouse	654	OGG_3003191684	FTT0918	F. tularensis	263	mouse	10090				
OHPI_9000544	F. tularensis FTT0910 mutant interaction with mouse	655	OGG_3003191688	FTT0910	F. tularensis	263	mouse	10090				
OHPI_9000545	F. tularensis FTT0905 mutant interaction with mouse	656	OGG_3003191692	FTT0905	F. tularensis	263	mouse	10090				
OHPI_9000546	F. tularensis FTT0903 mutant interaction with mouse	657	OGG_3003191693	FTT0903	F. tularensis	263	mouse	10090				
OHPI_9000334	F. tularensis secE mutant interaction with mouse	658	OGG_3003191695	secE	F. tularensis	263	mouse	10090				
OHPI_9000547	F. tularensis FTT0891 mutant interaction with mouse	659	OGG_3003191699	FTT0891	F. tularensis	263	mouse	10090				
OHPI_9000548	F. tularensis FTT0881c mutant interaction with mouse	660	OGG_3003191712	FTT0881c	F. tularensis	263	mouse	10090				
OHPI_9000549	F. tularensis FTT1129c mutant interaction with mouse	661	OGG_3003191730	FTT1129c	F. tularensis	263	mouse	10090				
OHPI_9000550	F. tularensis FTT0843 mutant interaction with mouse	662	OGG_3003191744	FTT0843	F. tularensis	263	mouse	10090				
OHPI_9000551	F. tularensis FTT1747 mutant interaction with mouse	663	OGG_3003191766	FTT1747	F. tularensis	263	mouse	10090				
OHPI_9000552	F. tularensis apt mutant interaction with mouse	664	OGG_3003191768	apt	F. tularensis	263	mouse	10090				
OHPI_9000553	F. tularensis phoH mutant interaction with mouse	665	OGG_3003191788	phoH	F. tularensis	263	mouse	10090				
OHPI_9000554	F. tularensis lpnA mutant interaction with mouse	666	OGG_3003191792	lpnA	F. tularensis	263	mouse	10090				
OHPI_9000555	F. tularensis lpxB mutant interaction with mouse	667	OGG_3003191793	lpxB	F. tularensis	263	mouse	10090				
OHPI_9000556	F. tularensis FTT0800 mutant interaction with mouse	668	OGG_3003191810	FTT0800	F. tularensis	263	mouse	10090				
OHPI_9000557	F. tularensis FTT0799 mutant interaction with mouse	669	OGG_3003191811	FTT0799	F. tularensis	263	mouse	10090				
OHPI_9000558	F. tularensis FTT0798 mutant interaction with mouse	670	OGG_3003191812	FTT0798	F. tularensis	263	mouse	10090				
OHPI_9000559	F. tularensis FTT0793 mutant interaction with mouse	671	OGG_3003191818	FTT0793	F. tularensis	263	mouse	10090				
OHPI_9000560	F. tularensis FTT0790 mutant interaction with mouse	672	OGG_3003191819	FTT0790	F. tularensis	263	mouse	10090				
OHPI_9000561	F. tularensis FTT0797 mutant interaction with mouse	673	OGG_3003191827	FTT0797	F. tularensis	263	mouse	10090				
OHPI_9000562	F. tularensis FTT0807 mutant interaction with mouse	674	OGG_3003191829	FTT0807	F. tularensis	263	mouse	10090				
OHPI_9000563	F. tularensis FTT0759 mutant interaction with mouse	675	OGG_3003191841	FTT0759	F. tularensis	263	mouse	10090				
OHPI_9000564	F. tularensis FTT0792 mutant interaction with mouse	676	OGG_3003191845	FTT0792	F. tularensis	263	mouse	10090				
OHPI_9000565	F. tularensis FTT0748 mutant interaction with mouse	677	OGG_3003191851	FTT0748	F. tularensis	263	mouse	10090				
OHPI_9000566	F. tularensis fadD1 mutant interaction with mouse	678	OGG_3003191870	fadD1	F. tularensis	263	mouse	10090				
OHPI_9000567	F. tularensis fadB/acbP mutant interaction with mouse	679	OGG_3003191871	fadB/acbP	F. tularensis	263	mouse	10090				
OHPI_9000568	F. tularensis feoB mutant interaction with mouse	680	OGG_3003191885	feoB	F. tularensis	263	mouse	10090				
OHPI_9000569	F. tularensis cphB mutant interaction with mouse	681	OGG_3003191887	cphB	F. tularensis	263	mouse	10090				
OHPI_9000570	F. tularensis cphA mutant interaction with mouse	682	OGG_3003191888	cphA	F. tularensis	263	mouse	10090				
OHPI_9000571	F. tularensis uvrA mutant interaction with mouse	683	OGG_3003191913	uvrA	F. tularensis	263	mouse	10090				
OHPI_9000572	F. tularensis cyoB mutant interaction with mouse	684	OGG_3003191917	cyoB	F. tularensis	263	mouse	10090				
OHPI_9000573	F. tularensis cyoC mutant interaction with mouse	685	OGG_3003191921	cyoC	F. tularensis	263	mouse	10090				
OHPI_9000574	F. tularensis cyoD mutant interaction with mouse	686	OGG_3003191924	cyoD	F. tularensis	263	mouse	10090				
OHPI_9000575	F. tularensis folD mutant interaction with mouse	687	OGG_3003191934	folD	F. tularensis	263	mouse	10090				
OHPI_9000576	F. tularensis wbtA mutant interaction with mouse	688	OGG_3003191939	wbtA	F. tularensis	263	mouse	10090				
OHPI_9000577	F. tularensis FTT1416c mutant interaction with mouse	689	OGG_3003191965	FTT1416c	F. tularensis	263	mouse	10090				
OHPI_9000364	F. tularensis rpsA mutant interaction with mouse	690	OGG_3003191976	rpsA	F. tularensis	263	mouse	10090				
OHPI_9000578	F. tularensis rpoA2 mutant interaction with mouse	691	OGG_3003191983	rpoA2	F. tularensis	263	mouse	10090				
OHPI_9000328	F. tularensis rpmJ mutant interaction with mouse	692	OGG_3003191985	rpmJ	F. tularensis	263	mouse	10090				
OHPI_9000358	F. tularensis rpmA mutant interaction with mouse	693	OGG_3003191996	rpmA	F. tularensis	263	mouse	10090				
OHPI_9000579	F. tularensis rplY mutant interaction with mouse	694	OGG_3003191997	rplY	F. tularensis	263	mouse	10090				
OHPI_9000580	F. tularensis rplW mutant interaction with mouse	695	OGG_3003191999	rplW	F. tularensis	263	mouse	10090				
OHPI_9000371	F. tularensis rplT mutant interaction with mouse	696	OGG_3003192002	rplT	F. tularensis	263	mouse	10090				
OHPI_9000581	F. tularensis fopA mutant interaction with mouse	697	OGG_3003192005	fopA	F. tularensis	263	mouse	10090				
OHPI_9000582	F. tularensis rplQ mutant interaction with mouse	698	OGG_3003192007	rplQ	F. tularensis	263	mouse	10090				
OHPI_9000583	F. tularensis rplD mutant interaction with mouse	699	OGG_3003192020	rplD	F. tularensis	263	mouse	10090				
OHPI_9000584	F. tularensis FTT1048c mutant interaction with mouse	700	OGG_3003192037	FTT1048c	F. tularensis	263	mouse	10090				
OHPI_9000585	F. tularensis FTT1047c mutant interaction with mouse	701	OGG_3003192038	FTT1047c	F. tularensis	263	mouse	10090				
OHPI_9000586	F. tularensis FTT1015 mutant interaction with mouse	702	OGG_3003192056	FTT1015	F. tularensis	263	mouse	10090				
OHPI_9000587	F. tularensis secA mutant interaction with mouse	703	OGG_3003192077	secA	F. tularensis	263	mouse	10090				
OHPI_9000588	F. tularensis wbtD mutant interaction with mouse	704	OGG_3003192078	wbtD	F. tularensis	263	mouse	10090				
OHPI_9000589	F. tularensis wbtF mutant interaction with mouse	705	OGG_3003192079	wbtF	F. tularensis	263	mouse	10090				
OHPI_9000590	F. tularensis wbtG mutant interaction with mouse	706	OGG_3003192084	wbtG	F. tularensis	263	mouse	10090				
OHPI_9000591	F. tularensis wbtH mutant interaction with mouse	707	OGG_3003192087	wbtH	F. tularensis	263	mouse	10090				
OHPI_9000592	F. tularensis katG mutant interaction with mouse	708	OGG_3003192098	katG	F. tularensis	263	mouse	10090				
OHPI_9000593	F. tularensis xasA mutant interaction with mouse	709	OGG_3003192117	xasA	F. tularensis	263	mouse	10090				
OHPI_9000594	F. tularensis xerD mutant interaction with mouse	710	OGG_3003192118	xerD	F. tularensis	263	mouse	10090				
OHPI_9000595	F. tularensis FTT0028c mutant interaction with mouse	711	OGG_3003192141	FTT0028c	F. tularensis	263	mouse	10090				
OHPI_9000596	F. tularensis FTT0029c mutant interaction with mouse	712	OGG_3003192145	FTT0029c	F. tularensis	263	mouse	10090				
OHPI_9000597	F. tularensis FTT0057 mutant interaction with mouse	713	OGG_3003192151	FTT0057	F. tularensis	263	mouse	10090				
OHPI_9000598	F. tularensis FTT0053 mutant interaction with mouse	714	OGG_3003192152	FTT0053	F. tularensis	263	mouse	10090				
OHPI_9000599	F. tularensis FTT0056c mutant interaction with mouse	715	OGG_3003192153	FTT0056c	F. tularensis	263	mouse	10090				
OHPI_9000600	F. tularensis yegQ mutant interaction with mouse	716	OGG_3003192162	yegQ	F. tularensis	263	mouse	10090				
OHPI_9000601	F. tularensis FTT0101 mutant interaction with mouse	717	OGG_3003192163	FTT0101	F. tularensis	263	mouse	10090				
OHPI_9000602	F. tularensis yfdH mutant interaction with mouse	718	OGG_3003192164	yfdH	F. tularensis	263	mouse	10090				
OHPI_9000603	F. tularensis FTT1152 mutant interaction with mouse	719	OGG_3003192179	FTT1152	F. tularensis	263	mouse	10090				
OHPI_9000604	F. tularensis ppiC mutant interaction with mouse	720	OGG_3003192184	ppiC	F. tularensis	263	mouse	10090				
OHPI_9000605	F. tularensis lolD mutant interaction with mouse	721	OGG_3003192199	lolD	F. tularensis	263	mouse	10090				
OHPI_9000606	F. tularensis FTT1238c mutant interaction with mouse	722	OGG_3003192211	FTT1238c	F. tularensis	263	mouse	10090				
OHPI_9000607	F. tularensis FTT1239 mutant interaction with mouse	723	OGG_3003192217	FTT1239	F. tularensis	263	mouse	10090				
OHPI_9000608	F. tularensis FTT1236 mutant interaction with mouse	724	OGG_3003192220	FTT1236	F. tularensis	263	mouse	10090				
OHPI_9000609	F. tularensis FTT1237 mutant interaction with mouse	725	OGG_3003192224	FTT1237	F. tularensis	263	mouse	10090				
OHPI_9000610	F. tularensis FTT1221 mutant interaction with mouse	726	OGG_3003192229	FTT1221	F. tularensis	263	mouse	10090				
OHPI_9000611	F. tularensis FTTt19 mutant interaction with mouse	727	OGG_3003192238	FTTt19	F. tularensis	263	mouse	10090				
OHPI_9000612	F. tularensis manB mutant interaction with mouse	728	OGG_3003192273	manB	F. tularensis	263	mouse	10090				
OHPI_9000613	F. tularensis FTTr07 mutant interaction with mouse	729	OGG_3003192274	FTTr07	F. tularensis	263	mouse	10090				
OHPI_9000614	F. tularensis lysA mutant interaction with mouse	730	OGG_3003192305	lysA	F. tularensis	263	mouse	10090				
OHPI_9000615	F. tularensis ispA mutant interaction with mouse	731	OGG_3003192308	ispA	F. tularensis	263	mouse	10090				
OHPI_9000616	F. tularensis bioA mutant interaction with mouse	732	OGG_3003192333	bioA	F. tularensis	263	mouse	10090				
OHPI_9000617	F. tularensis emrA1 mutant interaction with mouse	733	OGG_3003192360	emrA1	F. tularensis	263	mouse	10090				
OHPI_9000618	F. tularensis clpP mutant interaction with mouse	734	OGG_3003192361	clpP	F. tularensis	263	mouse	10090				
OHPI_9000619	F. tularensis capC mutant interaction with mouse	735	OGG_3003192366	capC	F. tularensis	263	mouse	10090				
OHPI_9000620	F. tularensis FTT1676 mutant interaction with mouse	736	OGG_3003192368	FTT1676	F. tularensis	263	mouse	10090				
OHPI_9000621	F. tularensis sdaC1 mutant interaction with mouse	737	OGG_3003192377	sdaC1	F. tularensis	263	mouse	10090				
OHPI_9000622	F. tularensis yjjK mutant interaction with mouse	738	OGG_3003192393	yjjK	F. tularensis	263	mouse	10090				
OHPI_9000623	F. tularensis hflK mutant interaction with mouse	739	OGG_3003192426	hflK	F. tularensis	263	mouse	10090				
OHPI_9000624	F. tularensis hflX mutant interaction with mouse	740	OGG_3003192427	hflX	F. tularensis	263	mouse	10090				
OHPI_9000625	F. tularensis hisS mutant interaction with mouse	741	OGG_3003192430	hisS	F. tularensis	263	mouse	10090				
OHPI_9000626	F. tularensis FTT0968c mutant interaction with mouse	742	OGG_3003192433	FTT0968c	F. tularensis	263	mouse	10090				
OHPI_9000627	F. tularensis minD mutant interaction with mouse	743	OGG_3003192434	minD	F. tularensis	263	mouse	10090				
OHPI_9000628	F. tularensis FTT0945 mutant interaction with mouse	744	OGG_3003192454	FTT0945	F. tularensis	263	mouse	10090				
OHPI_9000629	F. tularensis FTT0944 mutant interaction with mouse	745	OGG_3003192455	FTT0944	F. tularensis	263	mouse	10090				
OHPI_9000630	F. tularensis FTT0941c mutant interaction with mouse	746	OGG_3003192456	FTT0941c	F. tularensis	263	mouse	10090				
OHPI_9000631	F. tularensis FTT0940c mutant interaction with mouse	747	OGG_3003192457	FTT0940c	F. tularensis	263	mouse	10090				
OHPI_9000632	F. tularensis FTT0928c mutant interaction with mouse	748	OGG_3003192464	FTT0928c	F. tularensis	263	mouse	10090				
OHPI_9000633	F. tularensis minC mutant interaction with mouse	749	OGG_3003192486	minC	F. tularensis	263	mouse	10090				
OHPI_9000634	F. tularensis ampD mutant interaction with mouse	750	OGG_3003192487	ampD	F. tularensis	263	mouse	10090				
OHPI_9000635	F. tularensis FTT1490 mutant interaction with mouse	751	OGG_3003192492	FTT1490	F. tularensis	263	mouse	10090				
OHPI_9000636	F. tularensis gcvP1 mutant interaction with mouse	752	OGG_3003192502	gcvP1	F. tularensis	263	mouse	10090				
OHPI_9000312	F. tularensis clpX mutant interaction with mouse	753	OGG_3003192507	clpX	F. tularensis	263	mouse	10090				
OHPI_9000637	F. tularensis clpB mutant interaction with mouse	754	OGG_3003192509	clpB	F. tularensis	263	mouse	10090				
OHPI_9000638	F. tularensis gcvT mutant interaction with mouse	755	OGG_3003192518	gcvT	F. tularensis	263	mouse	10090				
OHPI_9000639	F. tularensis FTT0165c mutant interaction with mouse	756	OGG_3003192524	FTT0165c	F. tularensis	263	mouse	10090				
OHPI_9000640	F. tularensis aspC2 mutant interaction with mouse	757	OGG_3003192538	aspC2	F. tularensis	263	mouse	10090				
OHPI_9000365	F. tularensis glpX mutant interaction with mouse	758	OGG_3003192549	glpX	F. tularensis	263	mouse	10090				
OHPI_9000641	Y. pestis spoT mutant interaction with mouse	759	OGG_3001145050	spoT	Y. pestis	632	mouse	10090				
OHPI_9000642	Y. pestis purH mutant interaction with mouse	760	OGG_3001145449	purH	Y. pestis	632	mouse	10090				
OHPI_9000643	Y. pestis hfq mutant interaction with mouse	761	OGG_3001145577	hfq	Y. pestis	632	mouse	10090				
OHPI_9000644	Y. pestis hfq mutant interaction with mouse macrophage cell	761	OGG_3001145577	hfq	Y. pestis	632	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage cell		
OHPI_9000645	Y. pestis greA mutant interaction with mouse	762	OGG_3001145626	greA	Y. pestis	632	mouse	10090				
OHPI_9000646	Y. pestis relA mutant interaction with mouse	763	OGG_3001145758	relA	Y. pestis	632	mouse	10090				
OHPI_9000647	Y. pestis pcm mutant interaction with mouse	764	OGG_3001145779	pcm	Y. pestis	632	mouse	10090				
OHPI_9000648	Y. pestis nlpD mutant interaction with mouse	765	OGG_3001145780	nlpD	Y. pestis	632	mouse	10090				
OHPI_9000649	Y. pestis purK mutant interaction with mouse	766	OGG_3001146049	purK	Y. pestis	632	mouse	10090				
OHPI_9000650	Y. pestis y1136 mutant interaction with mouse	767	OGG_3001146083	y1136	Y. pestis	632	mouse	10090				
OHPI_9000651	Y. pestis pgm mutant interaction with mouse	768	OGG_3001146205	pgm	Y. pestis	632	mouse	10090				
OHPI_9000652	Y. pestis y1436 mutant interaction with mouse	770	OGG_3001146382	y1436	Y. pestis	632	mouse	10090				
OHPI_9000653	Y. pestis y1537 mutant interaction with mouse	771	OGG_3001146484	y1537	Y. pestis	632	mouse	10090				
OHPI_9000654	Y. pestis y1718 mutant interaction with mouse	773	OGG_3001146665	y1718	Y. pestis	632	mouse	10090				
OHPI_9000655	Y. pestis phoP mutant interaction with mouse	774	OGG_3001146741	phoP	Y. pestis	632	mouse	10090				
OHPI_9000656	Y. pestis phoP mutant interaction with mouse macrophage cell	774	OGG_3001146741	phoP	Y. pestis	632	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage cell		
OHPI_9000657	Y. pestis yfeB mutant interaction with mouse	776	OGG_3001146843	yfeB	Y. pestis	632	mouse	10090				
OHPI_9000658	Y. pestis yfeA mutant interaction with mouse	777	OGG_3001146844	yfeA	Y. pestis	632	mouse	10090				
OHPI_9000659	Y. pestis msbB mutant interaction with mouse	779	OGG_3001147194	msbB	Y. pestis	632	mouse	10090				
OHPI_9000660	Y. pestis y2285 mutant interaction with mouse	780	OGG_3001147232	y2285	Y. pestis	632	mouse	10090				
OHPI_9000661	Y. pestis y2316 mutant interaction with mouse	781	OGG_3001147263	y2316	Y. pestis	632	mouse	10090				
OHPI_9000662	Y. pestis ybtP mutant interaction with mouse	782	OGG_3001147344	ybtP	Y. pestis	632	mouse	10090				
OHPI_9000663	Y. pestis y2785 mutant interaction with mouse	785	OGG_3001147732	y2785	Y. pestis	632	mouse	10090				
OHPI_9000664	Y. pestis y2786 mutant interaction with mouse	786	OGG_3001147733	y2786	Y. pestis	632	mouse	10090				
OHPI_9000665	Y. pestis psaA mutant interaction with mouse	787	OGG_3001147829	psaA	Y. pestis	632	mouse	10090				
OHPI_9000666	Y. pestis psaE mutant interaction with mouse	788	OGG_3001147831	psaE	Y. pestis	632	mouse	10090				
OHPI_9000667	Y. pestis y3010 mutant interaction with mouse	789	OGG_3001147957	y3010	Y. pestis	632	mouse	10090				
OHPI_9000668	Y. pestis smpB mutant interaction with mouse	790	OGG_3001148026	smpB	Y. pestis	632	mouse	10090				
OHPI_9000669	Y. pestis dnaE mutant interaction with mouse	791	OGG_3001148067	dnaE	Y. pestis	632	mouse	10090				
OHPI_9000670	Y. pestis y3395 mutant interaction with mouse	792	OGG_3001148342	y3395	Y. pestis	632	mouse	10090				
OHPI_9000671	Y. pestis thrL mutant interaction with mouse	793	OGG_3001148666	thrL	Y. pestis	632	mouse	10090				
OHPI_9000672	Y. pestis yapE mutant interaction with mouse	794	OGG_3001148792	yapE	Y. pestis	632	mouse	10090				
OHPI_9000673	Y. pestis y3857 mutant interaction with mouse	795	OGG_3001148804	y3857	Y. pestis	632	mouse	10090				
OHPI_9000674	Y. pestis dam mutant interaction with mouse	796	OGG_3001148884	dam	Y. pestis	632	mouse	10090				
OHPI_9000675	Y. pestis crp mutant interaction with mouse	797	OGG_3001148903	crp	Y. pestis	632	mouse	10090				
OHPI_9000676	Y. pestis caf1M mutant interaction with mouse	798	OGG_3001149242	caf1M	Y. pestis	632	mouse	10090				
OHPI_9000677	B. anthracis atxA mutant interaction with mouse	799	OGG_3001158705	atxA	B. anthracis	1392	mouse	10090				
OHPI_9000678	B. anthracis pagA mutant interaction with mouse	800	OGG_3001158723	pagA	B. anthracis	1392	mouse	10090				
OHPI_9000679	B. anthracis lef mutant interaction with mouse	801	OGG_3001158731	lef	B. anthracis	1392	mouse	10090				
