ohpi_id	ohpi_label	victor_id	ogg_iri	victor_gene_name	victor_pathogen_name	victor_pathogen_taxon	victor_host_name	victor_host_taxon	victor_host_cell_ontology_iri	victor_host_cell_ontology_name	victor_host_cell_line_ontology_iri	victor_host_cell_line_ontology_name
OHPI_9001040	E. coli serA mutant interaction with cattle	2164	OGG_3000959584	serA	E. coli	83334	cattle	9913				
OHPI_9001041	E. coli Z1829 mutant interaction with cattle	2165	OGG_3000959588	Z1829	E. coli	83334	cattle	9913				
OHPI_9001042	E. coli Z5946 mutant interaction with cattle	2166	OGG_3000959707	Z5946	E. coli	83334	cattle	9913				
OHPI_9000972	E. coli fimH mutant interaction with human	2167	OGG_3000959733	fimH	E. coli	83334	human	9606				
OHPI_9000973	E. coli fimH mutant interaction with mouse	2167	OGG_3000959733	fimH	E. coli	83334	mouse	10090				
OHPI_9001043	E. coli fimE mutant interaction with cattle	2168	OGG_3000959740	fimE	E. coli	83334	cattle	9913				
OHPI_9001044	E. coli yjhS mutant interaction with cattle	2169	OGG_3000959744	yjhS	E. coli	83334	cattle	9913				
OHPI_9001045	E. coli Z5886 mutant interaction with cattle	2170	OGG_3000959763	Z5886	E. coli	83334	cattle	9913				
OHPI_9001046	E. coli nrdD mutant interaction with cattle	2171	OGG_3000959802	nrdD	E. coli	83334	cattle	9913				
OHPI_9001047	E. coli Z1930 mutant interaction with cattle	2172	OGG_3000959880	Z1930	E. coli	83334	cattle	9913				
OHPI_9001048	E. coli yjeJ mutant interaction with cattle	2173	OGG_3000959978	yjeJ	E. coli	83334	cattle	9913				
OHPI_9001049	E. coli yjcF mutant interaction with cattle	2174	OGG_3000960058	yjcF	E. coli	83334	cattle	9913				
OHPI_9001050	E. coli arp mutant interaction with cattle	2175	OGG_3000960113	arp	E. coli	83334	cattle	9913				
OHPI_9001051	E. coli Z5444 mutant interaction with cattle	2176	OGG_3000960248	Z5444	E. coli	83334	cattle	9913				
OHPI_9000969	E. coli rfaH mutant interaction with mouse	2178	OGG_3000960318	rfaH	E. coli	83334	mouse	10090				
OHPI_9001052	E. coli ilvG mutant interaction with cattle	2179	OGG_3000960401	ilvG	E. coli	83334	cattle	9913				
OHPI_9001053	E. coli narG mutant interaction with cattle	2180	OGG_3000960477	narG	E. coli	83334	cattle	9913				
OHPI_9000974	E. coli tonB mutant interaction with mouse	2181	OGG_3000960504	tonB	E. coli	83334	mouse	10090				
OHPI_9001054	E. coli Z2056 mutant interaction with cattle	2182	OGG_3000960527	Z2056	E. coli	83334	cattle	9913				
OHPI_9001055	E. coli Z2142 mutant interaction with cattle	2183	OGG_3000960608	Z2142	E. coli	83334	cattle	9913				
OHPI_9001056	E. coli Z2144 mutant interaction with cattle	2184	OGG_3000960610	Z2144	E. coli	83334	cattle	9913				
OHPI_9001057	E. coli Z2149 mutant interaction with cattle	2185	OGG_3000960615	Z2149	E. coli	83334	cattle	9913				
OHPI_9001058	E. coli Z2176 mutant interaction with cattle	2186	OGG_3000960638	Z2176	E. coli	83334	cattle	9913				
OHPI_9001059	E. coli ydeK mutant interaction with cattle	2187	OGG_3000960656	ydeK	E. coli	83334	cattle	9913				
OHPI_9001060	E. coli Z2203 mutant interaction with cattle	2188	OGG_3000960662	Z2203	E. coli	83334	cattle	9913				
OHPI_9001061	E. coli Z2205 mutant interaction with cattle	2189	OGG_3000960664	Z2205	E. coli	83334	cattle	9913				
OHPI_9001062	E. coli Z2207 mutant interaction with cattle	2190	OGG_3000960666	Z2207	E. coli	83334	cattle	9913				
OHPI_9001063	E. coli yddA mutant interaction with cattle	2191	OGG_3000960672	yddA	E. coli	83334	cattle	9913				
OHPI_9001064	E. coli Z5214 mutant interaction with cattle	2192	OGG_3000960719	Z5214	E. coli	83334	cattle	9913				
OHPI_9001065	E. coli Z5212 mutant interaction with cattle	2193	OGG_3000960725	Z5212	E. coli	83334	cattle	9913				
OHPI_9001066	E. coli Z5131 mutant interaction with cattle	2194	OGG_3000960841	Z5131	E. coli	83334	cattle	9913				
OHPI_9001067	E. coli escC mutant interaction with cattle	2195	OGG_3000960846	escC	E. coli	83334	cattle	9913				
OHPI_9001068	E. coli Z5121 mutant interaction with cattle	2196	OGG_3000960851	Z5121	E. coli	83334	cattle	9913				
OHPI_9001069	E. coli escV mutant interaction with cattle	2197	OGG_3000960852	escV	E. coli	83334	cattle	9913				
OHPI_9001070	E. coli escN mutant interaction with rabbit	2198	OGG_3000960853	escN	E. coli	83334	rabbit	9986				
OHPI_9001071	E. coli sepQ mutant interaction with cattle	2199	OGG_3000960856	sepQ	E. coli	83334	cattle	9913				
OHPI_9001072	E. coli Z5114 mutant interaction with cattle	2200	OGG_3000960858	Z5114	E. coli	83334	cattle	9913				
OHPI_9001073	E. coli eae mutant interaction with human	2202	OGG_3000960862	eae	E. coli	83334	human	9606				
OHPI_9001074	E. coli espB mutant interaction with human	2205	OGG_3000960867	espB	E. coli	83334	human	9606				
OHPI_9001075	E. coli yibD mutant interaction with cattle	2207	OGG_3000960931	yibD	E. coli	83334	cattle	9913				
OHPI_9001076	E. coli rhsA mutant interaction with cattle	2208	OGG_3000960959	rhsA	E. coli	83334	cattle	9913				
OHPI_9001077	E. coli hrpA mutant interaction with cattle	2209	OGG_3000961000	hrpA	E. coli	83334	cattle	9913				
OHPI_9001078	E. coli Z2318 mutant interaction with cattle	2210	OGG_3000961004	Z2318	E. coli	83334	cattle	9913				
OHPI_9000970	E. coli dppA mutant interaction with mouse	2211	OGG_3000961074	dppA	E. coli	83334	mouse	10090				
OHPI_9001079	E. coli dctA mutant interaction with cattle	2212	OGG_3000961092	dctA	E. coli	83334	cattle	9913				
OHPI_9001080	E. coli Z2368 mutant interaction with cattle	2213	OGG_3000961108	Z2368	E. coli	83334	cattle	9913				
OHPI_9001081	E. coli yhiJ mutant interaction with cattle	2215	OGG_3000961212	yhiJ	E. coli	83334	cattle	9913				
OHPI_9001082	E. coli Z3620 mutant interaction with cattle	2216	OGG_3000961230	Z3620	E. coli	83334	cattle	9913				
OHPI_9001083	E. coli ycjV mutant interaction with cattle	2217	OGG_3000961311	ycjV	E. coli	83334	cattle	9913				
OHPI_9001084	E. coli acnA mutant interaction with cattle	2218	OGG_3000961382	acnA	E. coli	83334	cattle	9913				
OHPI_9001085	E. coli trpB mutant interaction with cattle	2219	OGG_3000961399	trpB	E. coli	83334	cattle	9913				
OHPI_9001086	E. coli Z6010 mutant interaction with cattle	2220	OGG_3000961413	Z6010	E. coli	83334	cattle	9913				
OHPI_9001087	E. coli trkA mutant interaction with cattle	2221	OGG_3000961474	trkA	E. coli	83334	cattle	9913				
OHPI_9001088	E. coli Z2702 mutant interaction with cattle	2222	OGG_3000961645	Z2702	E. coli	83334	cattle	9913				
OHPI_9001089	E. coli Z2749 mutant interaction with cattle	2223	OGG_3000961691	Z2749	E. coli	83334	cattle	9913				
OHPI_9001090	E. coli Z2751 mutant interaction with cattle	2224	OGG_3000961692	Z2751	E. coli	83334	cattle	9913				
OHPI_9001091	E. coli celF mutant interaction with cattle	2225	OGG_3000961704	celF	E. coli	83334	cattle	9913				
OHPI_9001092	E. coli cspC mutant interaction with cattle	2226	OGG_3000961796	cspC	E. coli	83334	cattle	9913				
OHPI_9001093	E. coli Z2984 mutant interaction with cattle	2227	OGG_3000961896	Z2984	E. coli	83334	cattle	9913				
OHPI_9001094	E. coli sdiA mutant interaction with cattle	2228	OGG_3000961914	sdiA	E. coli	83334	cattle	9913				
OHPI_9000971	E. coli fliC mutant interaction with cattle	2229	OGG_3000961921	fliC	E. coli	83334	cattle	9913				
OHPI_9001095	E. coli Z3023 mutant interaction with cattle	2231	OGG_3000961932	Z3023	E. coli	83334	cattle	9913				
OHPI_9001096	E. coli Z3026 mutant interaction with cattle	2232	OGG_3000961934	Z3026	E. coli	83334	cattle	9913				
OHPI_9001097	E. coli Z3062 mutant interaction with cattle	2233	OGG_3000961974	Z3062	E. coli	83334	cattle	9913				
OHPI_9001098	E. coli manB mutant interaction with cattle	2234	OGG_3000962089	manB	E. coli	83334	cattle	9913				
OHPI_9001099	E. coli manC mutant interaction with cattle	2235	OGG_3000962090	manC	E. coli	83334	cattle	9913				
OHPI_9001100	E. coli fcI mutant interaction with cattle	2236	OGG_3000962092	fcI	E. coli	83334	cattle	9913				
OHPI_9001101	E. coli wbdP mutant interaction with cattle	2237	OGG_3000962094	wbdP	E. coli	83334	cattle	9913				
OHPI_9001102	E. coli per mutant interaction with cattle	2238	OGG_3000962095	per	E. coli	83334	cattle	9913				
OHPI_9000010	E. coli iutA mutant interaction with mouse	2239	OGG_3006143094	iutA	E. coli	83334	mouse	10090				
OHPI_9000969	E. coli rfaH mutant interaction with mouse	2240	OGG_3006143458	rfaH	E. coli	83334	mouse	10090				
OHPI_9000007	E. coli iucB mutant interaction with mouse	2241	OGG_3006144084	iucB	E. coli	83334	mouse	10090				
OHPI_9000970	E. coli dppA mutant interaction with mouse	2243	OGG_3006144283	dppA	E. coli	83334	mouse	10090				
OHPI_9000971	E. coli fliC mutant interaction with cattle	2244	OGG_3006144795	fliC	E. coli	83334	cattle	9913				
OHPI_9000974	E. coli tonB mutant interaction with mouse	2245	OGG_3006145010	tonB	E. coli	83334	mouse	10090				
OHPI_9000009	E. coli iucD mutant interaction with mouse	2246	OGG_3006145117	iucD	E. coli	83334	mouse	10090				
OHPI_9000972	E. coli fimH mutant interaction with human	2247	OGG_3006145732	fimH	E. coli	83334	human	9606				
OHPI_9000973	E. coli fimH mutant interaction with mouse	2247	OGG_3006145732	fimH	E. coli	83334	mouse	10090				
OHPI_9000006	E. coli iucA mutant interaction with mouse	2248	OGG_3006145998	iucA	E. coli	83334	mouse	10090				
OHPI_9000979	E. coli ibeA mutant interaction with human	2251	OGG_3006146360	ibeA	E. coli	83334	human	9606				
OHPI_9000008	E. coli iucC mutant interaction with mouse	2253	OGG_3006147083	iucC	E. coli	83334	mouse	10090				
OHPI_9000974	E. coli tonB mutant interaction with mouse	2257	OGG_3000945843	tonB	E. coli	83334	mouse	10090				
OHPI_9000970	E. coli dppA mutant interaction with mouse	2259	OGG_3000948062	dppA	E. coli	83334	mouse	10090				
OHPI_9000969	E. coli rfaH mutant interaction with mouse	2262	OGG_3000948327	rfaH	E. coli	83334	mouse	10090				
OHPI_9000972	E. coli fimH mutant interaction with human	2265	OGG_3000948847	fimH	E. coli	83334	human	9606				
OHPI_9000973	E. coli fimH mutant interaction with mouse	2265	OGG_3000948847	fimH	E. coli	83334	mouse	10090				
OHPI_9000971	E. coli fliC mutant interaction with cattle	2267	OGG_3000949101	fliC	E. coli	83334	cattle	9913				
OHPI_9000974	E. coli tonB mutant interaction with mouse	2269	OGG_3006058282	tonB	E. coli	83334	mouse	10090				
OHPI_9000970	E. coli dppA mutant interaction with mouse	2270	OGG_3006058698	dppA	E. coli	83334	mouse	10090				
OHPI_9000969	E. coli rfaH mutant interaction with mouse	2271	OGG_3006058984	rfaH	E. coli	83334	mouse	10090				
OHPI_9001103	E. coli espP mutant interaction with cattle	2277	OGG_3001789732	espP	E. coli	83334	cattle	9913				
OHPI_9001104	E. coli tsh mutant interaction with chicken	2280	OGG_3005616581	tsh	E. coli	83334	chicken	9031				
OHPI_9000005	E. coli iroN mutant interaction with mouse	2281	OGG_3005616645	iroN	E. coli	83334	mouse	10090				
OHPI_9000004	E. coli iroD mutant interaction with chicken	2282	OGG_3005616647	iroD	E. coli	83334	chicken	9031				
OHPI_9000003	E. coli iroC mutant interaction with chicken	2283	OGG_3005616648	iroC	E. coli	83334	chicken	9031				
OHPI_9000002	E. coli iroB mutant interaction with chicken	2284	OGG_3005616649	iroB	E. coli	83334	chicken	9031				
OHPI_9000010	E. coli iutA mutant interaction with mouse	2285	OGG_3005616676	iutA	E. coli	83334	mouse	10090				
OHPI_9000009	E. coli iucD mutant interaction with mouse	2286	OGG_3005616677	iucD	E. coli	83334	mouse	10090				
OHPI_9000008	E. coli iucC mutant interaction with mouse	2287	OGG_3005616678	iucC	E. coli	83334	mouse	10090				
OHPI_9000006	E. coli iucA mutant interaction with mouse	2288	OGG_3005616680	iucA	E. coli	83334	mouse	10090				
OHPI_9000001	E. coli eatA mutant interaction with rabbit	2289	OGG_3005585855	eatA	E. coli	83334	rabbit	9986				
OHPI_9001103	E. coli espP mutant interaction with cattle	2292	OGG_3003683719	espP	E. coli	83334	cattle	9913				
OHPI_9001105	E. coli EHEC-hlyA mutant interaction with cattle	2294	OGG_3003683747	EHEC-hlyA	E. coli	83334	cattle	9913				
OHPI_9000885	Salmonella spp. tdcA mutant interaction with mouse	2303	OGG_3001068432	tdcA	Salmonella spp.	590	mouse	10090				
OHPI_9000886	Salmonella spp. tdcA mutant interaction with mouse epithelial cell	2303	OGG_3001068432	tdcA	Salmonella spp.	590	mouse	10090	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell		
OHPI_9001106	Salmonella spp. invE mutant interaction with human	2304	OGG_3001068841	invE	Salmonella spp.	590	human	9606				
OHPI_9000833	Salmonella spp. invH mutant interaction with cattle	2305	OGG_3001068847	invH	Salmonella spp.	590	cattle	9913				
OHPI_9001107	Salmonella spp. waaP mutant interaction with mouse	2318	OGG_3001069221	waaP	Salmonella spp.	590	mouse	10090				
OHPI_9000831	Salmonella spp. fliC mutant interaction with chicken	2320	OGG_3001070204	fliC	Salmonella spp.	590	chicken	9031				
OHPI_9000829	Salmonella spp. spiC mutant interaction with mouse	2321	OGG_3001070679	spiC	Salmonella spp.	590	mouse	10090				
OHPI_9000830	Salmonella spp. spiC mutant interaction with mouse macrophage cell	2321	OGG_3001070679	spiC	Salmonella spp.	590	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage cell		
OHPI_9000828	Salmonella spp. sseC mutant interaction with mouse	2322	OGG_3001070690	sseC	Salmonella spp.	590	mouse	10090				
OHPI_9000827	Salmonella spp. sseD mutant interaction with mouse	2323	OGG_3001070691	sseD	Salmonella spp.	590	mouse	10090				
OHPI_9000826	Salmonella spp. ssaM mutant interaction with mouse	2324	OGG_3001070703	ssaM	Salmonella spp.	590	mouse	10090				
OHPI_9000825	Salmonella spp. ssaV mutant interaction with human	2325	OGG_3001070705	ssaV	Salmonella spp.	590	human	9606				
OHPI_9001108	V. cholerae pykF mutant interaction with mouse	2329	OGG_3005135110	pykF	V. cholerae	666	mouse	10090				
OHPI_9001109	V. cholerae fbp mutant interaction with mouse	2330	OGG_3005135123	fbp	V. cholerae	666	mouse	10090				
OHPI_9001110	V. cholerae cyaA mutant interaction with mouse	2331	OGG_3005135225	cyaA	V. cholerae	666	mouse	10090				
OHPI_9001111	V. cholerae fur mutant interaction with mouse	2332	OGG_3005135247	fur	V. cholerae	666	mouse	10090				
OHPI_9001112	V. cholerae mukB mutant interaction with mouse	2333	OGG_3005135251	mukB	V. cholerae	666	mouse	10090				
OHPI_9001113	V. cholerae frdC mutant interaction with mouse	2335	OGG_3005135353	frdC	V. cholerae	666	mouse	10090				
OHPI_9001114	V. cholerae rfbB mutant interaction with mouse	2336	OGG_3005135444	rfbB	V. cholerae	666	mouse	10090				
OHPI_9001115	V. cholerae ubiC mutant interaction with mouse	2337	OGG_3005135591	ubiC	V. cholerae	666	mouse	10090				
OHPI_9001116	V. cholerae tolB mutant interaction with mouse	2338	OGG_3005135619	tolB	V. cholerae	666	mouse	10090				
OHPI_9001117	V. cholerae acpS mutant interaction with mouse	2339	OGG_3005135659	acpS	V. cholerae	666	mouse	10090				
OHPI_9001118	V. cholerae tcpT mutant interaction with mouse	2341	OGG_3005135974	tcpT	V. cholerae	666	mouse	10090				
OHPI_9001119	V. cholerae toxR mutant interaction with mouse	2342	OGG_3005136021	toxR	V. cholerae	666	mouse	10090				
OHPI_9001120	V. cholerae carB mutant interaction with mouse	2344	OGG_3005136051	carB	V. cholerae	666	mouse	10090				
OHPI_9001121	V. cholerae gshB mutant interaction with mouse	2346	OGG_3005136329	gshB	V. cholerae	666	mouse	10090				
OHPI_9001122	V. cholerae nqrE mutant interaction with mouse	2347	OGG_3005136378	nqrE	V. cholerae	666	mouse	10090				
OHPI_9001123	V. cholerae fabG mutant interaction with mouse	2348	OGG_3005136416	fabG	V. cholerae	666	mouse	10090				
OHPI_9001124	V. cholerae tcpN/toxT mutant interaction with mouse	2349	OGG_3005136424	tcpN/toxT	V. cholerae	666	mouse	10090				
OHPI_9001125	V. cholerae purD mutant interaction with mouse	2350	OGG_3005136447	purD	V. cholerae	666	mouse	10090				
OHPI_9001126	V. cholerae rpoS mutant interaction with mouse	2351	OGG_3005136575	rpoS	V. cholerae	666	mouse	10090				
OHPI_9001127	V. cholerae trpG mutant interaction with mouse	2352	OGG_3005136631	trpG	V. cholerae	666	mouse	10090				
OHPI_9001128	V. cholerae purF mutant interaction with mouse	2353	OGG_3005136658	purF	V. cholerae	666	mouse	10090				
OHPI_9001129	V. cholerae purL mutant interaction with mouse	2354	OGG_3005136680	purL	V. cholerae	666	mouse	10090				
OHPI_9001130	V. cholerae rpoE mutant interaction with mouse	2355	OGG_3005136709	rpoE	V. cholerae	666	mouse	10090				
OHPI_9001131	V. cholerae relA mutant interaction with mouse	2356	OGG_3005136723	relA	V. cholerae	666	mouse	10090				
OHPI_9001132	V. cholerae lysA mutant interaction with mouse	2357	OGG_3005136731	lysA	V. cholerae	666	mouse	10090				
OHPI_9001133	V. cholerae aceF mutant interaction with mouse	2358	OGG_3005136758	aceF	V. cholerae	666	mouse	10090				
OHPI_9001134	V. cholerae tcpA mutant interaction with mouse	2359	OGG_3005136800	tcpA	V. cholerae	666	mouse	10090				
OHPI_9001135	V. cholerae acfC mutant interaction with mouse	2360	OGG_3005136801	acfC	V. cholerae	666	mouse	10090				
OHPI_9001136	V. cholerae rfbL mutant interaction with mouse	2361	OGG_3005136823	rfbL	V. cholerae	666	mouse	10090				
OHPI_9001137	V. cholerae nqrF mutant interaction with mouse	2362	OGG_3005136909	nqrF	V. cholerae	666	mouse	10090				
OHPI_9001138	V. cholerae galM mutant interaction with mouse	2363	OGG_3005136975	galM	V. cholerae	666	mouse	10090				
OHPI_9001139	V. cholerae recO mutant interaction with mouse	2364	OGG_3005137028	recO	V. cholerae	666	mouse	10090				
OHPI_9001140	V. cholerae ilvD mutant interaction with mouse	2365	OGG_3005137059	ilvD	V. cholerae	666	mouse	10090				
OHPI_9001141	V. cholerae deoC mutant interaction with mouse	2366	OGG_3005137095	deoC	V. cholerae	666	mouse	10090				
OHPI_9001142	V. cholerae acfB mutant interaction with mouse	2367	OGG_3005137124	acfB	V. cholerae	666	mouse	10090				
OHPI_9001143	V. cholerae purK mutant interaction with mouse	2368	OGG_3005137360	purK	V. cholerae	666	mouse	10090				
OHPI_9001144	V. cholerae pta mutant interaction with mouse	2369	OGG_3005137512	pta	V. cholerae	666	mouse	10090				
OHPI_9001145	V. cholerae acfA mutant interaction with mouse	2370	OGG_3005137546	acfA	V. cholerae	666	mouse	10090				
OHPI_9001146	V. cholerae galK mutant interaction with mouse	2371	OGG_3005137652	galK	V. cholerae	666	mouse	10090				
OHPI_9001147	V. cholerae carA mutant interaction with mouse	2372	OGG_3005137723	carA	V. cholerae	666	mouse	10090				
OHPI_9001148	V. cholerae sspA mutant interaction with mouse	2373	OGG_3005137829	sspA	V. cholerae	666	mouse	10090				
OHPI_9001149	V. cholerae bioB mutant interaction with mouse	2374	OGG_3005137832	bioB	V. cholerae	666	mouse	10090				
OHPI_9001150	V. cholerae irgA mutant interaction with mouse	2375	OGG_3005137888	irgA	V. cholerae	666	mouse	10090				
OHPI_9001151	V. cholerae tcpE mutant interaction with mouse	2376	OGG_3005137918	tcpE	V. cholerae	666	mouse	10090				
OHPI_9001152	V. cholerae zwf mutant interaction with mouse	2377	OGG_3005133978	zwf	V. cholerae	666	mouse	10090				
OHPI_9001153	V. cholerae ydbK mutant interaction with mouse	2378	OGG_3005133989	ydbK	V. cholerae	666	mouse	10090				
OHPI_9001154	V. cholerae phaC mutant interaction with mouse	2381	OGG_3005134754	phaC	V. cholerae	666	mouse	10090				
OHPI_9001155	V. cholerae VCA0688 mutant interaction with mouse	2383	OGG_3002612154	VCA0688	V. cholerae	666	mouse	10090				
OHPI_9001156	V. cholerae VCA0910 mutant interaction with mouse	2384	OGG_3002612226	VCA0910	V. cholerae	666	mouse	10090				
OHPI_9001157	V. cholerae VCA0006 mutant interaction with mouse	2385	OGG_3002612229	VCA0006	V. cholerae	666	mouse	10090				
OHPI_9001158	V. cholerae VCA0903 mutant interaction with mouse	2386	OGG_3002612274	VCA0903	V. cholerae	666	mouse	10090				
OHPI_9001159	V. cholerae VCA0896 mutant interaction with mouse	2387	OGG_3002612623	VCA0896	V. cholerae	666	mouse	10090				
OHPI_9001160	V. cholerae VCA0600 mutant interaction with mouse	2388	OGG_3002612672	VCA0600	V. cholerae	666	mouse	10090				
OHPI_9001161	V. cholerae VCA0578 mutant interaction with mouse	2389	OGG_3002612692	VCA0578	V. cholerae	666	mouse	10090				
OHPI_9001162	V. cholerae VCA0530 mutant interaction with mouse	2390	OGG_3002612700	VCA0530	V. cholerae	666	mouse	10090				
OHPI_9001163	V. cholerae VCA0583 mutant interaction with mouse	2391	OGG_3002612870	VCA0583	V. cholerae	666	mouse	10090				
OHPI_9001164	V. cholerae VCA0930 mutant interaction with mouse	2392	OGG_3002612901	VCA0930	V. cholerae	666	mouse	10090				
OHPI_9001165	V. cholerae VC0028 mutant interaction with mouse	2393	OGG_3002612960	VC0028	V. cholerae	666	mouse	10090				
OHPI_9001110	V. cholerae cyaA mutant interaction with mouse	2394	OGG_3002612962	cyaA	V. cholerae	666	mouse	10090				
OHPI_9001166	V. cholerae VC2426 mutant interaction with mouse	2395	OGG_3002612968	VC2426	V. cholerae	666	mouse	10090				
OHPI_9001167	V. cholerae VC2433 mutant interaction with mouse	2396	OGG_3002612975	VC2433	V. cholerae	666	mouse	10090				
OHPI_9001168	V. cholerae tolC mutant interaction with mouse	2397	OGG_3002612978	tolC	V. cholerae	666	mouse	10090				
OHPI_9001169	V. cholerae VC2437 mutant interaction with mouse	2398	OGG_3002612979	VC2437	V. cholerae	666	mouse	10090				
OHPI_9001170	V. cholerae VC2453 mutant interaction with mouse	2399	OGG_3002612995	VC2453	V. cholerae	666	mouse	10090				
OHPI_9001171	V. cholerae VC2455 mutant interaction with mouse	2400	OGG_3002612997	VC2455	V. cholerae	666	mouse	10090				
OHPI_9001117	V. cholerae acpS mutant interaction with mouse	2401	OGG_3002612999	acpS	V. cholerae	666	mouse	10090				
OHPI_9001139	V. cholerae recO mutant interaction with mouse	2402	OGG_3002613001	recO	V. cholerae	666	mouse	10090				
OHPI_9001120	V. cholerae carB mutant interaction with mouse	2403	OGG_3002613058	carB	V. cholerae	666	mouse	10090				
OHPI_9001172	V. cholerae VC2390 mutant interaction with mouse	2404	OGG_3002613059	VC2390	V. cholerae	666	mouse	10090				
OHPI_9001133	V. cholerae aceF mutant interaction with mouse	2405	OGG_3002613082	aceF	V. cholerae	666	mouse	10090				
OHPI_9001173	V. cholerae VC2295 mutant interaction with mouse	2406	OGG_3002613091	VC2295	V. cholerae	666	mouse	10090				
OHPI_9001174	V. cholerae VC2320 mutant interaction with mouse	2407	OGG_3002613116	VC2320	V. cholerae	666	mouse	10090				
OHPI_9001175	V. cholerae VC2290 mutant interaction with mouse	2408	OGG_3002613212	VC2290	V. cholerae	666	mouse	10090				
OHPI_9001176	V. cholerae VC2291 mutant interaction with mouse	2409	OGG_3002613213	VC2291	V. cholerae	666	mouse	10090				
OHPI_9001177	V. cholerae VC2206 mutant interaction with mouse	2410	OGG_3002613246	VC2206	V. cholerae	666	mouse	10090				
OHPI_9001111	V. cholerae fur mutant interaction with mouse	2411	OGG_3002613362	fur	V. cholerae	666	mouse	10090				
OHPI_9001123	V. cholerae fabG mutant interaction with mouse	2412	OGG_3002613400	fabG	V. cholerae	666	mouse	10090				
OHPI_9001178	V. cholerae VC2030 mutant interaction with mouse	2413	OGG_3002613409	VC2030	V. cholerae	666	mouse	10090				
OHPI_9001179	V. cholerae VC2042 mutant interaction with mouse	2414	OGG_3002613423	VC2042	V. cholerae	666	mouse	10090				
OHPI_9001180	V. cholerae VC2052 mutant interaction with mouse	2415	OGG_3002613432	VC2052	V. cholerae	666	mouse	10090				
OHPI_9001181	V. cholerae VC2067 mutant interaction with mouse	2416	OGG_3002613447	VC2067	V. cholerae	666	mouse	10090				
OHPI_9001116	V. cholerae tolB mutant interaction with mouse	2417	OGG_3002613590	tolB	V. cholerae	666	mouse	10090				
OHPI_9001182	V. cholerae VC1887 mutant interaction with mouse	2418	OGG_3002613641	VC1887	V. cholerae	666	mouse	10090				
OHPI_9001183	V. cholerae VC1771 mutant interaction with mouse	2419	OGG_3002613651	VC1771	V. cholerae	666	mouse	10090				
OHPI_9001112	V. cholerae mukB mutant interaction with mouse	2420	OGG_3002613719	mukB	V. cholerae	666	mouse	10090				
OHPI_9001184	V. cholerae VC1715 mutant interaction with mouse	2421	OGG_3002613720	VC1715	V. cholerae	666	mouse	10090				
OHPI_9001185	V. cholerae VC1716 mutant interaction with mouse	2422	OGG_3002613721	VC1716	V. cholerae	666	mouse	10090				
OHPI_9001186	V. cholerae VC1639 mutant interaction with mouse	2423	OGG_3002613770	VC1639	V. cholerae	666	mouse	10090				
OHPI_9001187	V. cholerae VC1675 mutant interaction with mouse	2424	OGG_3002613806	VC1675	V. cholerae	666	mouse	10090				
OHPI_9001138	V. cholerae galM mutant interaction with mouse	2425	OGG_3002613848	galM	V. cholerae	666	mouse	10090				
OHPI_9001188	V. cholerae VC1595 mutant interaction with mouse	2426	OGG_3002613849	VC1595	V. cholerae	666	mouse	10090				
OHPI_9001189	V. cholerae VC0257 mutant interaction with mouse	2427	OGG_3002614180	VC0257	V. cholerae	666	mouse	10090				
OHPI_9001190	V. cholerae VC0965 mutant interaction with mouse	2428	OGG_3002614218	VC0965	V. cholerae	666	mouse	10090				
OHPI_9001191	V. cholerae VC1004 mutant interaction with mouse	2429	OGG_3002614257	VC1004	V. cholerae	666	mouse	10090				
OHPI_9001192	V. cholerae VC1012 mutant interaction with mouse	2430	OGG_3002614265	VC1012	V. cholerae	666	mouse	10090				
OHPI_9001193	V. cholerae VC0251 mutant interaction with mouse	2431	OGG_3002614274	VC0251	V. cholerae	666	mouse	10090				
OHPI_9001194	V. cholerae VC0249 mutant interaction with mouse	2432	OGG_3002614277	VC0249	V. cholerae	666	mouse	10090				
OHPI_9001195	V. cholerae VC0250 mutant interaction with mouse	2433	OGG_3002614278	VC0250	V. cholerae	666	mouse	10090				
OHPI_9001196	V. cholerae VC1021 mutant interaction with mouse	2434	OGG_3002614291	VC1021	V. cholerae	666	mouse	10090				
OHPI_9001197	V. cholerae VC1075 mutant interaction with mouse	2435	OGG_3002614345	VC1075	V. cholerae	666	mouse	10090				
OHPI_9001198	V. cholerae VC1098 mutant interaction with mouse	2436	OGG_3002614368	VC1098	V. cholerae	666	mouse	10090				
OHPI_9001199	V. cholerae VC0051 mutant interaction with mouse	2437	OGG_3002614419	VC0051	V. cholerae	666	mouse	10090				
OHPI_9001200	V. cholerae VC0032 mutant interaction with mouse	2438	OGG_3002614466	VC0032	V. cholerae	666	mouse	10090				
OHPI_9001201	V. cholerae VC0036 mutant interaction with mouse	2439	OGG_3002614481	VC0036	V. cholerae	666	mouse	10090				
OHPI_9001202	V. cholerae VC0826 mutant interaction with mouse	2440	OGG_3002614493	VC0826	V. cholerae	666	mouse	10090				
OHPI_9001203	V. cholerae VC0828 mutant interaction with mouse	2441	OGG_3002614495	VC0828	V. cholerae	666	mouse	10090				
OHPI_9001204	V. cholerae VC0831 mutant interaction with mouse	2442	OGG_3002614498	VC0831	V. cholerae	666	mouse	10090				
